Номер заказа;Артикул WB;Баркод;Название товара;Количество;Цена;Дата заказа;Склад;Статус
2956397619;Брудер_ПУ_95_Премиум;;;0;1887000;2025-02-10T16:34:35Z;;complete
2957161824;Кормушка_поилка_1.5;;;0;44500;2025-02-10T18:52:21Z;;complete
2957311132;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-10T19:22:38Z;;complete
2957619316;Брудер_П_95_Стандарт;;;0;1299000;2025-02-10T20:43:07Z;;complete
2957947055;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-11T01:12:37Z;;complete
2958218274;Кормушка_НетПотерь_20л_1стор;;;0;304700;2025-02-11T04:10:43Z;;complete
2958547976;Кормушка_поилка_1.5;;;0;44000;2025-02-11T05:48:05Z;;complete
2958957120;Кормушка_поилка_1.5;;;0;44500;2025-02-11T07:15:10Z;;complete
2960248566;Брудер_ПУ_55_Престиж;;;0;1111700;2025-02-11T11:12:35Z;;complete
2960514827;Корм_Бунк_Доз_45л;;;0;1696400;2025-02-11T12:00:39Z;;complete
2960572534;Кормушка_поилка_1.5;;;0;2034;2025-02-11T12:11:23Z;;complete
2961490450;Кормушка_поилка_1.5;;;0;44500;2025-02-11T15:13:35Z;;complete
2961854247;Кормушка_поилка_1.5;;;0;44500;2025-02-11T16:14:57Z;;complete
2962435914;Брудер_ПУ_95_БР;;;0;1471600;2025-02-11T18:01:18Z;;complete
2962533079;Брудер_ПУ_95_БР;;;0;1369500;2025-02-11T18:19:48Z;;complete
2963229571;Кормушка_НетПотерь_20л_1стор;;;0;324900;2025-02-11T21:26:44Z;;complete
2963303824;Брудер_ПУ_95_БР;;;0;1369500;2025-02-11T22:15:10Z;;complete
2963562552;Брудер_П_55_Престиж;;;0;1022200;2025-02-12T02:53:02Z;;complete
2964073201;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T05:56:52Z;;complete
2964272558;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T06:41:32Z;;complete
2964660006;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-12T07:55:50Z;;complete
2964760518;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T08:14:02Z;;complete
2964787403;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T08:18:56Z;;complete
2965030730;Брудер_П_95_Стандарт;;;0;1299000;2025-02-12T09:01:34Z;;complete
2965034680;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-12T09:02:16Z;;complete
2965053097;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T09:05:34Z;;complete
2965103389;Кормушка_поилка_1.5;;;0;44500;2025-02-12T09:14:47Z;;complete
2965455089;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T10:19:04Z;;complete
2965455082;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T10:19:04Z;;complete
2965591975;инфракрасная_лампа_300_2шт;;;0;188700;2025-02-12T10:43:58Z;;complete
2965591977;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T10:43:58Z;;complete
2966344903;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T12:56:54Z;;complete
2966663396;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-12T13:57:09Z;;complete
2967015044;Брудер_П_95_Стандарт;;;0;1299000;2025-02-12T15:05:31Z;;complete
2967280412;Кормушка_поилка_1.5;;;0;44500;2025-02-12T15:55:40Z;;complete
2967721059;Брудер_П_95_Стандарт;;;0;1299000;2025-02-12T17:17:18Z;;complete
2967892306;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T17:49:29Z;;complete
2967906545;Брудер_ПУ_95_БР;;;0;1369500;2025-02-12T17:52:10Z;;complete
2968646589;Брудер_ПУ_55_Престиж;;;0;988900;2025-02-12T20:46:33Z;;complete
2968659522;Кормушка_поилка_1.5;;;0;44500;2025-02-12T20:51:27Z;;complete
2968880346;Кормушка_поилка_1.5;;;0;44500;2025-02-12T23:44:41Z;;complete
2968944130;Брудер_ПУ_95_БР;;;0;1369500;2025-02-13T01:12:38Z;;complete
2969250864;Брудер_ПУ_95_БР;;;0;1369500;2025-02-13T04:25:16Z;;complete
2969468978;Кормушка_поилка_1.5;;;0;44500;2025-02-13T05:32:31Z;;complete
2969836255;Брудер_П_95_Стандарт;;;0;1272200;2025-02-13T06:55:49Z;;complete
2969905191;Кормушка_поилка_1.5;;;0;44500;2025-02-13T07:09:18Z;;complete
2970001178;Кормушка_поилка_1.5;;;0;44500;2025-02-13T07:27:56Z;;complete
2970591762;Брудер_П_95_Стандарт;;;0;1299000;2025-02-13T09:19:14Z;;complete
2970901235;Брудер_П_95_Стандарт;;;0;1299000;2025-02-13T10:15:32Z;;complete
2970976519;Кормушка_поилка_1.5;;;0;2060;2025-02-13T10:29:50Z;;complete
2971168277;Брудер_П_55_Престиж;;;0;949000;2025-02-13T11:06:20Z;;complete
2971555074;Кормушка_поилка_1.5;;;0;44500;2025-02-13T12:19:19Z;;complete
2971596051;Конус_М_ОМ_4;;;0;104300;2025-02-13T12:27:24Z;;complete
2972317209;Кормушка_поилка_1.5;;;0;44500;2025-02-13T14:49:17Z;;complete
2972873740;Кормушка_поилка_1.5;;;0;44500;2025-02-13T16:40:12Z;;complete
2972932751;Брудер_П_55_Престиж;;;0;949000;2025-02-13T16:51:48Z;;complete
2973768237;Брудер_ПУ_95_Премиум;;;0;1855000;2025-02-13T19:50:02Z;;complete
2974331045;Брудер_ПУ_55_Премиум_NEW;;;0;1342700;2025-02-14T02:23:16Z;;complete
2974595195;Брудер_ПУ_55_Престиж;;;0;1021900;2025-02-14T04:33:24Z;;complete
2975050649;Кормушка_поилка_1.5;;;0;44500;2025-02-14T06:34:24Z;;complete
2975083946;Кормушка_НетПотерь_15л_1стор;;;0;209800;2025-02-14T06:41:35Z;;complete
2975223293;Контейнер_Серый_Обыч;;;0;6078300;2025-02-14T07:10:19Z;;complete
2975294963;инфракрасная_лампа_300_2шт;;;0;188700;2025-02-14T07:24:47Z;;complete
2975535697;Клетка_крол_Фазенда_КО2;;;0;1780800;2025-02-14T08:11:49Z;;complete
2976725394;Конус_XL_ОМ_4;;;0;178200;2025-02-14T11:57:20Z;;complete
2977065179;Брудер_ПУ_95_БР;;;0;1392300;2025-02-14T13:04:25Z;;complete
2977132947;Кормушка_НетПотерь_10л_1стор;;;0;1335000;2025-02-14T13:18:38Z;;complete
2977156034;Брудер_ПУ_95_БР;;;0;1392300;2025-02-14T13:23:09Z;;complete
2977198873;Кормушка_НетПотерь_15л_1стор;;;0;1442000;2025-02-14T13:31:52Z;;complete
2977577027;Конус_XL_ОМ_6;;;0;262500;2025-02-14T14:49:45Z;;complete
2977622957;Кормушка_поилка_1.5;;;0;44500;2025-02-14T14:59:12Z;;complete
2977756735;Лампа_Керам_150Вт;;;0;2212;2025-02-14T15:28:41Z;;complete
2977843185;Брудер_ПУ_95_БР;;;0;1392300;2025-02-14T15:48:20Z;;complete
2977902495;Брудер_ПУ_95_БР;;;0;1392300;2025-02-14T16:01:10Z;;complete
2978529601;Кормушка_поилка_1.5;;;0;44500;2025-02-14T18:15:35Z;;complete
2979275108;Брудер_Базис_90_Престиж;;;0;1247400;2025-02-14T23:09:07Z;;complete
2979892683;Пер_маш_NT500;;;0;4718700;2025-02-15T05:55:10Z;;complete
2980062251;Шпарчан_4000_Бульбар_50л;;;0;3316600;2025-02-15T06:36:22Z;;complete
2980566716;Брудер_П_55_Престиж;;;0;964800;2025-02-15T08:18:12Z;;complete
2980763582;Брудер_П_95_Стандарт;;;0;1320600;2025-02-15T08:53:27Z;;complete
2981148217;Брудер_П_95_Престиж_;;;0;1361300;2025-02-15T10:02:59Z;;complete
2981257064;Кормушка_3л_Бунк;;;0;72700;2025-02-15T10:22:55Z;;complete
2981513239;Брудер_Базис_90_Престиж;;;0;1172500;2025-02-15T11:09:18Z;;complete
2981779347;Кормушка_поилка_1.5;;;0;44500;2025-02-15T11:57:29Z;;complete
2981922451;Брудер_Базис_90_Стандарт;;;0;1147600;2025-02-15T12:24:27Z;;complete
2982018849;Кормушка_поилка_1.5;;;0;44500;2025-02-15T12:42:36Z;;complete
2982456481;Брудер_П_95_Престиж_;;;0;1361300;2025-02-15T14:06:34Z;;complete
2982608775;Кормушка_НетПотерь_25л_1стор;;;0;336300;2025-02-15T14:35:29Z;;complete
2982701982;Кормушка_поилка_1.5;;;0;44500;2025-02-15T14:53:45Z;;complete
2982934311;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-15T15:40:07Z;;complete
2983203400;Брудер_ПУ_55_Престиж;;;0;1005400;2025-02-15T16:33:59Z;;complete
2983364640;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-15T17:07:04Z;;complete
2983794811;Кормушка_поилка_1.5;;;0;44500;2025-02-15T18:36:46Z;;complete
2983911403;Кормушка_поилка_1.5;;;0;2159;2025-02-15T19:03:35Z;;complete
2983912610;Кормушка_поилка_1.5;;;0;2104;2025-02-15T19:03:53Z;;complete
2984632645;Кормушка_поилка_1.5;;;0;44500;2025-02-16T02:22:48Z;;complete
2984682451;Брудер_П_95_Престиж_;;;0;1361300;2025-02-16T03:06:02Z;;complete
2984730666;Кормушка_поилка_1.5;;;0;44500;2025-02-16T03:39:27Z;;complete
2984749937;Кормушка_поилка_1.5;;;0;57400;2025-02-16T03:52:01Z;;complete
2984768757;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-16T04:03:45Z;;complete
2984803406;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T04:23:08Z;;complete
2984891310;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-16T05:00:08Z;;complete
2984995629;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T05:34:11Z;;complete
2984998495;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T05:35:02Z;;complete
2985235271;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T06:35:21Z;;complete
2985384865;Брудер_ПУ_55_Престиж;;;0;1005400;2025-02-16T07:07:01Z;;complete
2985677139;Кормушка_НетПотерь_10л_1стор;;;0;199200;2025-02-16T08:01:17Z;;complete
2985860934;Кормушка_поилка_1.5;;;0;44500;2025-02-16T08:33:21Z;;complete
2987011966;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T11:46:13Z;;complete
2987178700;Кормушка_поилка_1.5;;;0;44500;2025-02-16T12:13:51Z;;complete
2987455847;Брудер_Базис_90_Стандарт;;;0;1147600;2025-02-16T13:01:21Z;;complete
2987478724;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-16T13:05:19Z;;complete
2987478726;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-16T13:05:19Z;;complete
2987545643;Гнездо_2-1;;;0;724700;2025-02-16T13:17:00Z;;complete
2987722021;Брудер_П_95_Престиж_;;;0;1361300;2025-02-16T13:47:29Z;;complete
2987861055;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T14:11:00Z;;complete
2988778329;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T16:54:12Z;;complete
2988875692;Кормушка_поилка_1.5;;;0;44500;2025-02-16T17:12:00Z;;complete
2988983071;Брудер_П_95_Стандарт;;;0;1320600;2025-02-16T17:31:04Z;;complete
2989138835;Кормушка_поилка_1.5;;;0;44500;2025-02-16T17:59:26Z;;complete
2989200292;Кормушка_поилка_1.5;;;0;44500;2025-02-16T18:10:59Z;;complete
2989201589;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-16T18:11:14Z;;complete
2989214899;Брудер_П_95_Стандарт;;;0;1320600;2025-02-16T18:13:43Z;;complete
2989313620;Кормушка_поилка_1.5;;;0;44500;2025-02-16T18:32:46Z;;complete
2989377135;Кормушка_поилка_1.5;;;0;44500;2025-02-16T18:45:20Z;;complete
2990020781;Кормушка_поилка_1.5;;;0;44500;2025-02-16T22:07:41Z;;complete
2990020783;Кормушка_поилка_1.5;;;0;44500;2025-02-16T22:07:41Z;;complete
2990140771;Брудер_ПУ_55_Престиж;;;0;1005400;2025-02-17T00:34:59Z;;complete
2990397612;Кормушка_поилка_3л;;;0;146500;2025-02-17T04:03:10Z;;complete
2990574503;Клетка_перенос_2двер_NEW;;;0;335300;2025-02-17T05:08:39Z;;complete
2990574507;Клетка_перенос_2двер_NEW;;;0;335300;2025-02-17T05:08:39Z;;complete
2990831823;Кормушка_НетПотерь_20л_2стор;;;0;310000;2025-02-17T06:14:24Z;;complete
2991283177;Брудер_П_95_Престиж_;;;0;1361300;2025-02-17T07:41:54Z;;complete
2991536776;Брудер_П_95_Престиж_;;;0;1361300;2025-02-17T08:26:08Z;;complete
2991556714;Брудер_Базис_90_Престиж;;;0;1247400;2025-02-17T08:29:39Z;;complete
2991621089;Конус_S_OM_4;;;0;83200;2025-02-17T08:40:34Z;;complete
2991621129;Конус_S_OM_4;;;0;83200;2025-02-17T08:40:34Z;;complete
2991624169;Крон_S;;;0;60100;2025-02-17T08:41:04Z;;complete
2991624176;Крон_S;;;0;60100;2025-02-17T08:41:04Z;;complete
2991624179;Крон_S;;;0;60100;2025-02-17T08:41:04Z;;complete
2991935806;Брудер_П_55_Престиж;;;0;964800;2025-02-17T09:35:51Z;;complete
2992399067;Кормушка_НетПотерь_25л_1стор;;;0;336300;2025-02-17T10:58:23Z;;complete
2992427225;Брудер_П_95_Престиж_;;;0;1361300;2025-02-17T11:03:25Z;;complete
2992427185;Брудер_П_95_Престиж_;;;0;1361300;2025-02-17T11:03:25Z;;complete
2992644744;Брудер_П_95_Престиж_;;;0;1361300;2025-02-17T11:43:06Z;;complete
2993206712;Кормушка_поилка_1.5;;;0;44500;2025-02-17T13:24:08Z;;complete
2993423463;Кормушка_НетПотерь_20л_2стор;;;0;310000;2025-02-17T14:03:45Z;;complete
2993543942;Гранулятор_3кв;;;0;7919900;2025-02-17T14:26:18Z;;complete
2993594039;Кормушка_поилка_1.5;;;0;44500;2025-02-17T14:35:45Z;;complete
2994130107;Брудер_ПУ_55_Престиж;;;0;1005400;2025-02-17T16:14:48Z;;complete
2994136738;Брудер_П_95_Стандарт;;;0;1320600;2025-02-17T16:16:00Z;;complete
2994357000;Брудер_П_95_Стандарт;;;0;1320600;2025-02-17T16:55:42Z;;complete
2994550279;Брудер_П_95_Стандарт;;;0;1320600;2025-02-17T17:30:15Z;;complete
2994900866;ПО_цып_4060;;;0;651600;2025-02-17T18:34:04Z;;complete
2995202621;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-17T19:35:24Z;;complete
2995894597;Брудер_Базис_90_Престиж;;;0;1117300;2025-02-18T03:02:06Z;;complete
2996297641;Брудер_П_95_Стандарт;;;0;1320600;2025-02-18T05:23:31Z;;complete
2997188195;Кормушка_НетПотерь_15л_2стор;;;0;252000;2025-02-18T08:11:15Z;;complete
2997504735;Кормушка_поилка_1.5;;;0;44500;2025-02-18T09:04:27Z;;complete
2997772288;Кормушка_поилка_1.5;;;0;44500;2025-02-18T09:49:20Z;;complete
2997974669;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-18T10:24:22Z;;complete
2998073276;Брудер_ПУ_55_Престиж;;;0;1005400;2025-02-18T10:41:35Z;;complete
2998080771;Брудер_П_95_Стандарт;;;0;1320600;2025-02-18T10:42:53Z;;complete
2998165236;Брудер_Базис_90_Стандарт;;;0;1196500;2025-02-18T10:57:28Z;;complete
2998339578;Шпарчан_4000_Бульбар_50л;;;0;3316600;2025-02-18T11:27:45Z;;complete
2999632981;Кормушка_поилка_1.5;;;0;44500;2025-02-18T15:24:39Z;;complete
3000571067;Брудер_Базис_90_Стандарт;;;0;1066400;2025-02-18T18:14:25Z;;complete
3000962845;Кормушка_поилка_1.5;;;0;2049;2025-02-18T19:31:25Z;;complete
3001616990;Кормушка_поилка_3л;;;0;146500;2025-02-19T02:26:12Z;;complete
3002151537;Брудер_ПУ_95_Премиум;;;0;2092000;2025-02-19T05:55:04Z;;complete
3002233171;Лампа_Керам_100Вт;;;0;51600;2025-02-19T06:13:46Z;;complete
3002425357;Кормушка_поилка_1.5;;;0;2690;2025-02-19T06:53:58Z;;complete
3002425360;Кормушка_поилка_1.5;;;0;2690;2025-02-19T06:53:58Z;;complete
3002515949;Кормушка_поилка_1.5;;;0;56800;2025-02-19T07:11:43Z;;complete
3002701615;Брудер_П_55_Стандарт;;;0;899000;2025-02-19T07:46:47Z;;complete
3002729758;Брудер_Базис_90_Престиж;;;0;1098900;2025-02-19T07:51:57Z;;complete
3003005422;ПО_цып_3030;;;0;400600;2025-02-19T08:41:57Z;;complete
3003186314;Брудер_П_55_Стандарт;;;0;899000;2025-02-19T09:14:43Z;;complete
3003351947;Брудер_Базис_90_Стандарт;;;0;1048900;2025-02-19T09:45:01Z;;complete
