Раскрой,Деталь,Фото,,Название операции,конусы,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
,,,,,,,,,,,,5638,"6,0",,6000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,02.01.02.03,,,длина трубы,длина детали,кол-во в трубе,кол-во в изделии,длина всех дет.одного вида,% в трубе,длина детали с учетом отходов,,,,,,"общее время резки трубы, сек",,"время одного реза (время резки детали), сек",,,,,,,,
02.01.02.02,02.01.02.РТ03,,,резка металлической трубы,нерж10х10,,,6000,1087,5,2,5435,"96,280","1155,36",5777,,,,,,,0,,,,,,,,
02.01.02.02,01.00.03.РТ5,,,резка металлической трубы,нерж10х10,,,6000,210,1,2,210,"3,720","223,21",223,,,,,,,0,,,,,,,,
,,,,,,,,6000,,,,0,"0,000","0,00",0,,,,,,,0,,,,,,,,
,,,,,,,,6000,,,,0,"0,000","0,00",0,,,,,,,0,,,,,,,,
,,,,,,,,6000,,,,0,"0,000","0,00",0,,,,,,,0,,,,,,,,
,,,,,,,,,,,,5645,"5,9",,6000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,      Брудер для цыплят   45-бр-1 престиж,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,03.01.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
03.01.01.01,03.01.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,444799,1,1,"4447,99","20,121","5030,19",5030,2818,"15,3",,,0,43,0,,,,,,,,
03.01.01.01,03.01.01.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,267579,1,1,"2675,79","12,104","3026,02",3026,2006,"8,0",,,0,12,0,,,,,,,,
03.01.01.01,03.01.01.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,187981,1,1,"1879,81","8,503","2125,86",2126,1674,"9,0",,,0,25,0,,,,,,,,
03.01.01.01,03.01.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,187981,1,1,"1879,81","8,503","2125,86",2126,1674,"9,6",,,0,29,0,,,,,,,,
03.01.01.01,03.01.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,79440,1,1,"794,4","3,594","898,38",898,1366,"6,1",,,0,12,0,,,,,,,,
03.01.01.01,03.01.01.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,173049,1,1,"1730,49","7,828","1956,99",1957,1694,"8,8",,,0,23,0,,,,,,,,
03.01.01.01,03.01.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,301497,1,1,"3014,97","13,638","3409,60",3410,2079,"6,7",,,0,2,0,,,,,,,,
03.01.01.01,03.01.01.Р08,,,резка металического листа,"оц.0,35",1250,2000,25000,54878,1,1,"548,78","2,482","620,61",621,1166,"4,7",,,0,7,0,,,,,,,,
03.01.01.01,03.01.01.Р09,,,резка металического листа,"оц.0,35",1250,2000,25000,100953,1,1,"1009,53","4,567","1141,67",1142,1364,"5,8",,,0,10,0,,,,,,,,
03.01.01.01,03.01.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,42119,1,1,"421,19","1,905","476,32",476,1116,"3,9",,,0,3,0,,,,,,,,
03.01.01.01,03.01.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,48499,1,,"484,99","2,194","548,47",548,2040,"6,3",,,0,,0,,,,,,,,
03.01.01.01,03.01.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,29247,1,1,"292,47","1,323","330,75",331,1028,"3,5",,,0,2,0,,,,,,,,
03.01.01.01,03.01.01.Р13,,,резка металического листа,"оц.0,35",1250,2000,25000,48330,2,2,"966,6","4,372","546,56",1093,986,"3,7",,,0,4,0,,,,,,,,
03.01.01.01,03.01.01.Р14,,,резка металического листа,"оц.0,35",1250,2000,25000,23917,2,1,"478,34","2,164","270,48",541,634,"3,3",,,0,9,0,,,,,,,,
03.01.01.01,03.01.01.Р15,,,резка металического листа,"оц.0,35",1250,2000,25000,50400,1,1,504,"2,280","569,97",570,1175,"3,6",,,0,,0,,,,,,,,
03.01.01.01,03.01.01.Р16,,,резка металического листа,"оц.0,35",1250,2000,25000,5714,3,2,"171,42","0,775","64,62",194,389,"1,7",,,0,3,0,,,,,,,,
03.01.01.01,03.01.01.Р17,,,резка металического листа,"оц.0,35",1250,2000,25000,17756,1,1,"177,56","0,803","200,80",201,596,"2,1",,,0,2,0,,,,,,,,
03.01.01.01,03.01.01.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,48300,1,1,483,"2,185","546,22",546,1200,"4,3",,,0,4,0,,,,,,,,
03.01.01.01,03.01.01.Р19,,,резка металического листа,"оц.0,35",1250,2000,25000,14534,1,,"145,34","0,657","164,36",164,681,"2,1",,,0,,0,,,,,,,,
03.01.01.01,03.01.01.Р20,,,резка металического листа,"оц.0,35",,,,24499,1,1,,,,,1080,,,,,,,,,,,,,,
03.01.01.01,03.01.01.Р21,,,резка металического листа,"оц.0,35",,,,17740,1,1,,,,,810,,,,,3,,,,,,,,,
,,,,,,,,,,,,"22106,48","11,6",,24089,23209,,,,,184,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"      Брудер для цыплят  "" Профессионал ультра "" 55-БР-1",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,03.02.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
03.02.01.01,03.02.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,6063381,1,1,"60633,81","78,153","19538,30",19538,3241,"16,9",,,0,43,0,,,,,,,,
03.02.01.01,03.02.01.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,391896,1,1,"3918,96","5,051","1262,82",1263,2434,"9,2",,,0,10,0,,,,,,,,
03.02.01.01,03.02.01.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,200810,1,1,"2008,1","2,588","647,08",647,1854,"9,7",,,0,25,0,,,,,,,,
03.02.01.01,03.02.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,239722,1,1,"2397,22","3,090","772,47",772,1934,"10,8",,,0,30,0,,,,,,,,
03.02.01.01,03.02.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,239722,1,1,"2397,22","3,090","772,47",772,1934,"10,1",,,0,26,0,,,,,,,,
03.02.01.01,03.02.01.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,59324,1,1,"593,24","0,765","191,16",191,1372,"5,4",,,0,7,0,,,,,,,,
03.02.01.01,03.02.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,38628,1,1,"386,28","0,498","124,47",124,1271,"4,5",,,0,3,0,,,,,,,,
03.02.01.01,03.02.01.Р08,,,резка металического листа,"оц.0,35",1250,2000,25000,121578,1,1,"1215,78","1,567","391,77",392,1536,"6,4",,,0,10,0,,,,,,,,
03.02.01.01,03.02.01.Р09,,,резка металического листа,"оц.0,35",1250,2000,25000,63766,1,1,"637,66","0,822","205,48",205,1324,"5,9",,,0,11,0,,,,,,,,
03.02.01.01,03.02.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,71839,1,1,"718,39","0,926","231,49",231,1374,"4,6",,,0,2,0,,,,,,,,
03.02.01.01,03.02.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,58399,1,1,"583,99","0,753","188,18",188,1335,"4,2",,,0,,0,,,,,,,,
03.02.01.01,03.02.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,63848,2,2,"1276,96","1,646","205,74",411,1216,"4,6",,,0,5,0,,,,,,,,
03.02.01.01,03.02.01.Р13,,,резка металического листа,"оц.0,35",1250,2000,25000,20867,1,1,"208,67","0,269","67,24",67,1019,"3,7",,,0,3,0,,,,,,,,
03.02.01.01,03.02.01.Р14,,,резка металического листа,"оц.0,35",1250,2000,25000,16615,2,2,"332,3","0,428","53,54",107,554,"2,1",,,0,2,0,,,,,,,,
03.02.01.01,03.02.01.Р15,,,резка металического листа,"оц.0,35",1250,2000,25000,6867,4,2,"274,68","0,354","22,13",89,415,"1,9",,,0,4,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"77583,26","-210,3",,25000,22813,,,,,181,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"      Брудер для цыплят  "" Базис "" 90-БР-1 престиж",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,03.03.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
03.03.01.01,03.03.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,746381,1,1,"7463,81","32,050","8012,60",8013,3721,"18,2",,,0,47,0,,,,,,,,
03.03.01.01,03.03.01.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,348200,1,1,3482,"14,952","4111,82",4112,2634,"12,0",,,0,27,0,,,,,,,,
03.03.01.01,03.01.01.Р03,,,резка металического листа,"оц.0,35",1250,2200,27500,187981,1,1,"1879,81","8,072","2219,83",2220,1674,"8,8",,,0,25,0,,,,,,,,
03.03.01.01,03.01.01.Р04,,,резка металического листа,"оц.0,35",1250,2200,27500,187981,1,1,"1879,81","8,072","2219,83",2220,1674,"9,4",,,0,29,0,,,,,,,,
03.03.01.01,03.03.01.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,98149,1,1,"981,49","4,215","1159,02",1159,2110,"7,4",,,0,7,0,,,,,,,,
03.03.01.01,03.03.01.Р06,,,резка металического листа,"оц.0,35",1250,2200,27500,148058,1,1,"1480,58","6,358","1748,39",1748,2240,"9,9",,,0,21,0,,,,,,,,
03.03.01.01,03.03.01.Р07,,,резка металического листа,"оц.0,35",1250,2200,27500,82437,1,1,"824,37","3,540","973,48",973,2012,"6,9",,,0,6,0,,,,,,,,
03.03.01.01,03.03.01.Р08,,,резка металического листа,"оц.0,35",1250,2200,27500,107169,1,1,"1071,69","4,602","1265,54",1266,2066,"8,2",,,0,13,0,,,,,,,,
03.03.01.01,03.03.01.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,204341,1,1,"2043,41","8,775","2413,02",2413,2278,"8,9",,,0,14,0,,,,,,,,
03.03.01.01,03.01.01.Р13,,,резка металического листа,"оц.0,35",1250,2200,27500,48330,2,2,"966,6","4,151","570,72",1141,986,"3,6",,,0,4,0,,,,,,,,
03.03.01.01,03.02.01.Р14,,,резка металического листа,"оц.0,35",1250,2200,27500,16615,5,2,"830,75","3,567","196,20",981,554,"2,0",,,0,2,0,,,,,,,,
03.03.01.01,03.02.01.Р15,,,резка металического листа,"оц.0,35",1250,2200,27500,6867,3,2,"206,01","0,885","81,09",243,415,"1,8",,,0,4,0,,,,,,,,
03.03.01.01,03.01.01.Р21,,,резка металического листа,"оц.0,35",1250,2200,27500,17740,1,1,"177,4","0,762","209,49",209,810,"2,9",,,0,3,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23287,73","6,8",,26699,23174,,,,,202,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"      Брудер для цыплят  "" Профессионал ультра "" 95-БР-1",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,03.04.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
03.04.01.01,03.04.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,926420,1,1,"9264,2","40,357","10089,23",10089,4040,"22,2",10,36,636,50,141,,,,,,,,
03.04.01.01,03.04.01.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,152483,1,1,"1524,83","6,643","1826,69",1827,2297,"11,4",,,636,21,72,,,,,,,,
03.04.01.01,03.04.01.Р03,,,резка металического листа,"оц.0,35",1250,2200,27500,101299,1,1,"1012,99","4,413","1213,52",1214,2170,"8,5",,,636,7,54,,,,,,,,
03.04.01.01,03.02.01.Р04,,,резка металического листа,"оц.0,35",1250,2200,27500,239722,1,1,"2397,22","10,443","2871,78",2872,1674,"9,9",,,636,25,63,,,,,,,,
03.04.01.01,03.02.01.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,239722,1,1,"2397,22","10,443","2871,78",2872,1674,"10,6",,,636,29,67,,,,,,,,
03.04.01.01,03.04.01.Р06,,,резка металического листа,"оц.0,35",1250,2200,27500,339609,1,1,"3396,09","14,794","4068,39",4068,2654,"13,9",,,636,29,89,,,,,,,,
03.04.01.01,03.04.01.Р07,,,резка металического листа,"оц.0,35",1250,2200,27500,5884,4,2,"235,36","1,025","70,49",282,408,"2,1",,,636,4,7,,,,,,,,
03.04.01.01,03.04.01.Р08,,,резка металического листа,"оц.0,35",1250,2200,27500,5933,1,1,"59,33","0,258","71,08",71,448,"2,2",,,636,4,14,,,,,,,,
03.04.01.01,03.04.01.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,85049,1,1,"850,49","3,705","1018,85",1019,2070,"8,0",,,636,6,51,,,,,,,,
03.04.01.01,03.02.01.Р12,,,резка металического листа,"оц.0,35",1250,2200,27500,63848,2,2,"1276,96","5,563","764,87",1530,1216,"5,0",,,636,5,16,,,,,,,,
03.04.01.01,03.02.01.Р13,,,резка металического листа,"оц.0,35",1250,2200,27500,20867,1,1,"208,67","0,909","249,98",250,1019,"4,0",,,636,3,25,,,,,,,,
03.04.01.01,03.02.01.Р14,,,резка металического листа,"оц.0,35",1250,2200,27500,16615,2,2,"332,3","1,448","199,04",398,554,"2,2",,,636,2,7,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,636,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,636,,0,,,,,,,,
,,,,,,,,,,,,"22955,66","8,2",,26491,20224,,,,,185,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
